producto,old_price,current_price,url,stock,descuento
Chiseled: A Deck Sculpting Card Game,24.99,18.63,https://gamersguildaz.com/products/chiseled-a-deck-sculpting-card-game,Sí,0.2545018007202881
Petrichor: Cows Expansion,20.0,14.91,https://gamersguildaz.com/products/petrichor-cows-expansion,Sí,0.2545
Cryptid Cafe,39.99,29.82,https://gamersguildaz.com/products/cryptid-cafe,Sí,0.25431357839459867
Disney Sorcerers Arena: Epic Alliances: Leading The Charge: Expansion 3,19.99,14.91,https://gamersguildaz.com/products/disney-sorcerers-arena-epic-alliances-leading-the-charge-expansion-3,No,0.25412706353176584
Colt Express: Bandit Pack - Belle,7.99,5.96,https://gamersguildaz.com/products/colt-express-bandit-pack-belle-expansion,Sí,0.2540675844806008
Bargain Quest Solo Mode Expansion,10.0,7.46,https://gamersguildaz.com/products/bargain-quest-solo-mode-expansion,Sí,0.254
DC Comics Deck Building Game: Injustice: Gods Among Us,44.99,33.6,https://gamersguildaz.com/products/dc-comics-deck-building-game-injustice-gods-among-us,No,0.25316737052678373
The Resistance: The Plot Thickens,11.99,8.96,https://gamersguildaz.com/products/the-resistance-the-plot-thickens,No,0.25271059216013336
The Red Dragon Inn: Allies - Keet and Nitrel,24.95,18.65,https://gamersguildaz.com/products/red-dragon-inn-allies-keet-and-nitrel-board-games,Sí,0.2525050100200401
Trash Pandas,12.0,8.97,https://gamersguildaz.com/products/trash-pandas-board-games,No,0.25249999999999995
The Red Dragon Inn: Allies - Ohava vs. Murgath,24.95,18.66,https://gamersguildaz.com/products/red-dragon-inn-allies-ohava-vs-murgath-board-games,No,0.2521042084168336
The Red Dragon Inn: Battle for Greyport - Pirates!,24.95,18.66,https://gamersguildaz.com/products/red-dragon-inn-battle-for-greyport-pirates-board-games,Sí,0.2521042084168336
The Red Dragon Inn: Allies - Piper vs. Ripsnarl,24.95,18.66,https://gamersguildaz.com/products/red-dragon-inn-allies-piper-vs-ripsnarl-board-games,Sí,0.2521042084168336
The Red Dragon Inn: Allies - Evil Pooky,24.95,18.66,https://gamersguildaz.com/products/red-dragon-inn-allies-evil-pooky-board-games,Sí,0.2521042084168336
Root: Underworld Hirelings Pack,20.0,14.96,https://gamersguildaz.com/products/root-underworld-hirelings-pack-pre-order,No,0.25199999999999995
Root: The Clockwork Expansion,40.0,29.92,https://gamersguildaz.com/products/root-the-clockwork-expansion-board-games,No,0.25199999999999995
Foodies,39.99,29.92,https://gamersguildaz.com/products/foodies-cmon,Sí,0.25181295323830954
Coatl,39.99,29.92,https://gamersguildaz.com/products/coatl-board-games,Sí,0.25181295323830954
"Mage Wars Arena: Salenia Playmat - 24""x32""",40.0,29.93,https://gamersguildaz.com/products/mage-wars-arena-salenia-playmat-24x32,Sí,0.25175000000000003
Aeon's End: Shattered Dreams,19.99,14.96,https://gamersguildaz.com/products/aeons-end-shattered-dreams-board-games,No,0.25162581290645314
Call to Adventure: The Stormlight Archive,39.95,29.91,https://gamersguildaz.com/products/call-to-adventure-the-stormlight-archive-board-games,No,0.251314142678348
Cosmic Encounter: Cosmic Odyssey,59.99,44.92,https://gamersguildaz.com/products/cosmic-encounter-cosmic-odyssey,Sí,0.25120853475579263
Bloodborne The Board Game: Forsaken Cainhurst Castle,59.99,44.92,https://gamersguildaz.com/products/bloodborne-foresaken-cainhurst-castle-cmon,Sí,0.25120853475579263
The Red Dragon Inn 2,37.95,28.42,https://gamersguildaz.com/products/red-dragon-inn-2-board-games,No,0.2511198945981555
Arkham Horror The Card Game: Scenario Pack - Machinations Through Time,21.99,16.47,https://gamersguildaz.com/products/arkham-horror-lcg-machinations-through-time,Sí,0.2510231923601637
Festo!,40.0,29.96,https://gamersguildaz.com/products/festo,Sí,0.251
Dragon Keepers: Deluxe Edition,40.0,29.96,https://gamersguildaz.com/products/dragon-keepers-deluxe-edition,Sí,0.251
D&D Onslaught: Zhentarim 1,39.99,29.96,https://gamersguildaz.com/products/d-d-onslaught-zhentarim-1,Sí,0.25081270317579396
Kabuto Sumo,39.99,29.96,https://gamersguildaz.com/products/kabuto-sumo,Sí,0.25081270317579396
Space Base,39.99,29.96,https://gamersguildaz.com/products/space-base-board-games,No,0.25081270317579396
Res Arcana,39.99,29.96,https://gamersguildaz.com/products/res-arcana,No,0.25081270317579396
Dinosaur Island: Rawr 'N Write,29.95,22.44,https://gamersguildaz.com/products/dinosaur-island-rawr-n-write,Sí,0.2507512520868113
Manstein's War: Decisions in the West 1940,49.99,37.46,https://gamersguildaz.com/products/mansteins-war-decisions-in-the-west-1940,No,0.2506501300260052
Aeon's End: The New Age,59.99,44.96,https://gamersguildaz.com/products/aeons-the-new-age,No,0.25054175695949327
Trogdor!: The Board Game,60.0,44.97,https://gamersguildaz.com/products/trogdor-the-board-game-board-games,No,0.2505
Cangaceiros,65.0,48.72,https://gamersguildaz.com/products/cangaceiros,Sí,0.25046153846153846
Applejack,59.99,44.97,https://gamersguildaz.com/products/applejack,Sí,0.25037506251041847
Waste Knights (Second Edition),85.0,63.72,https://gamersguildaz.com/products/waste-knights,Sí,0.2503529411764706
Terra Mystica,79.95,59.94,https://gamersguildaz.com/products/copy-of-7-wonders-duel,Sí,0.250281425891182
Boss Monster: Implements of Destruction,9.95,7.46,https://gamersguildaz.com/products/boss-monster-implements-of-destruction,Sí,0.250251256281407
Zombie Dice,15.95,11.96,https://gamersguildaz.com/products/zombie-dice-board-games,No,0.25015673981191217
A.D.A.P.T. 5-in-1 Expansion Pack,19.95,14.96,https://gamersguildaz.com/products/a-d-a-p-t-5-in-1-expansion-pack,Sí,0.250125313283208
A la Carte: Dessert (Pre-Order),24.99,18.74,https://gamersguildaz.com/products/a-la-carte-dessert,Sí,0.25010004001600644
The Red Dragon Inn 8: Pub Crawl!,39.95,29.96,https://gamersguildaz.com/products/red-dragon-inn-8-pub-crawl,Sí,0.2500625782227785
The Red Dragon Inn 6: Villains,39.95,29.96,https://gamersguildaz.com/products/red-dragon-inn-6-villains-board-games,Sí,0.2500625782227785
Call to Adventure,39.95,29.97,https://gamersguildaz.com/products/call-to-adventure-board-games,No,0.24981226533166467
Prey Another Day,16.95,12.74,https://gamersguildaz.com/products/prey-another-day,Sí,0.2483775811209439
Arkham Horror The Card Game: The Circle Undone,32.99,24.8,https://gamersguildaz.com/products/ah-lcg-the-circle-undone-fantasy-flight-games,Sí,0.24825704759017886
Ultimate Werewolf: Bonus Roles,14.95,11.24,https://gamersguildaz.com/products/ultimate-werewolf-bonus-roles,Sí,0.2481605351170568
Shadows of Brimstone: Swamps of Death,119.95,90.22,https://gamersguildaz.com/products/shadows-of-brimstone,Sí,0.2478532721967487
Tainted Grail: Red Death,59.99,45.22,https://gamersguildaz.com/products/tainted-grail-red-death,Sí,0.2462077012835473
Plague Inc: The Board Game,47.67,35.99,https://gamersguildaz.com/products/plague-inc-ndemic-creations,Sí,0.24501783092091461
Plague Inc: The Board Game - Armageddon,37.07,27.99,https://gamersguildaz.com/products/plague-inc-armageddon-ndemic-creations,Sí,0.24494200161855953
DC Comics Deck Building Game: Rivals - Batman vs The Joker,24.99,18.88,https://gamersguildaz.com/products/copy-of-dc-comics-deck-building-game-heroes-unite-1,No,0.24449779911964786
Among the Stars: Revival,44.95,33.97,https://gamersguildaz.com/products/among-the-stars-revival,Sí,0.24427141268075647
Bites,39.99,30.23,https://gamersguildaz.com/products/bites,Sí,0.2440610152538135
Bloodborne The Card Game: The Hunter's Nightmare,24.99,18.92,https://gamersguildaz.com/products/bloodborne-the-hunters-nightmare-cmon,Sí,0.2428971588635453
Evacuation,69.96,52.99,https://gamersguildaz.com/products/evacuation,Sí,0.24256718124642643
Lucha Wars,35.95,27.29,https://gamersguildaz.com/products/lucha-wars,Sí,0.24089012517385266
Zombicide: Undead or Alive - Running Wild,39.99,30.36,https://gamersguildaz.com/products/zombicide-undead-or-alive-running-wild,Sí,0.2408102025506377
Royals,50.0,37.96,https://gamersguildaz.com/products/royals,Sí,0.2408
Acquire,50.0,37.96,https://gamersguildaz.com/products/acquire,No,0.2408
Zombicide: Undead or Alive - Gears and Guns,49.99,37.96,https://gamersguildaz.com/products/zombicide-gears-and-guns,Sí,0.2406481296259252
Frostpunk: The Board Game - Dreadnought Expansion,45.99,34.96,https://gamersguildaz.com/products/frostpunk-the-board-game-dreadnought-expansion,Sí,0.23983474668406177
Arkham Horror The Card Game: Mythos Pack - For the Greater Good,16.99,12.92,https://gamersguildaz.com/products/ah-lcg-for-the-greater-good-fantasy-flight-games,No,0.2395526780459093
Dixit: Odyssey,30.0,22.82,https://gamersguildaz.com/products/dixit-odyssey-expansion,Sí,0.23933333333333331
Brass: Birmingham,79.99,60.86,https://gamersguildaz.com/products/brass-birmingham-board-games,Sí,0.23915489436179518
War of the Ring 2nd Edition,99.9,76.09,https://gamersguildaz.com/products/lotr-wotr-war-of-the-ring-2nd-edition,No,0.23833833833833834
Cryptid,35.0,26.67,https://gamersguildaz.com/products/cryptid-board-games,No,0.23799999999999996
It's a Wonderful Kingdom,44.99,34.3,https://gamersguildaz.com/products/its-a-wonderful-kingdom,Sí,0.2376083574127585
Legendary - Revelations: A Marvel Deck Building Game,39.99,30.49,https://gamersguildaz.com/products/legendary-dbg-marvel-revelations-expansion,Sí,0.23755938984746194
Legendary - Messiah Complex: A Marvel Deck Building Game,39.99,30.49,https://gamersguildaz.com/products/marvel-legendary-messiah-complex,No,0.23755938984746194
Gutenberg,70.0,53.38,https://gamersguildaz.com/products/gutenberg,Sí,0.2374285714285714
Legendary: A Marvel Deck Building Game,59.99,45.75,https://gamersguildaz.com/products/legendary-dbg-marvel-core-set,Sí,0.23737289548258045
Legendary - Ant-Man: A Marvel Deck Building Game,24.99,19.06,https://gamersguildaz.com/products/legendary-dbg-marvel-ant-man-expansion,Sí,0.23729491796718688
Legendary - Fantastic Four: A Marvel Deck Building Game,24.99,19.06,https://gamersguildaz.com/products/copy-of-legendary-dbg-marvel-fantastic-four-expansion,Sí,0.23729491796718688
Legendary - Spider-Man Homecoming: A Marvel Deck Building Game,24.99,19.06,https://gamersguildaz.com/products/legendary-dbg-marvel-spider-man-homecoming-expansion,No,0.23729491796718688
Legendary - Venom: A Marvel Deck Building Game,24.99,19.06,https://gamersguildaz.com/products/copy-of-legendary-dbg-marvel-venom-expansion,Sí,0.23729491796718688
Legendary - Realm of Kings: A Marvel Deck Building Game,24.99,19.06,https://gamersguildaz.com/products/legendary-dbg-marvel-realm-of-kings-expansion,No,0.23729491796718688
Legendary - Midnight Sons: A Marvel Deck Building Game,24.99,19.06,https://gamersguildaz.com/products/legendary-midnight-sons-a-marvel-deck-building-game,No,0.23729491796718688
Arkham Horror The Card Game: Mythos Pack - Blood on the Altar,16.99,12.96,https://gamersguildaz.com/products/ah-lcg-blood-on-the-altar-fantasy-flight-games,No,0.23719835197174796
The Lord of the Rings: Journeys in Middle-Earth - Scourges of the Wastes,16.99,12.96,https://gamersguildaz.com/products/lord-of-the-rings-journeys-in-middle-earth-scourges-of-the-wastes,Sí,0.23719835197174796
Through the Ages: A New Story of Civilization,79.95,61.15,https://gamersguildaz.com/products/through-the-ages-a-new-story-of-civilization,No,0.23514696685428396
The Game,14.95,11.44,https://gamersguildaz.com/products/the-game,Sí,0.23478260869565218
Call to Adventure: The Name of the Wind,19.95,15.28,https://gamersguildaz.com/products/call-to-adventure-the-name-of-the-wind-board-games,No,0.23408521303258145
The Crew: The Quest for Planet Nine,14.95,11.46,https://gamersguildaz.com/products/the-crew-the-quest-for-planet-nine-board-games,Sí,0.2334448160535116
Exit: The Sinister Mansion,14.95,11.46,https://gamersguildaz.com/products/exit-the-sinister-mansion-board-games,Sí,0.2334448160535116
Castle Panic - Crowns and Quests Expansion,29.95,22.96,https://gamersguildaz.com/products/castle-panic-crowns-and-quests-expansion,Sí,0.23338898163606006
Tales from the Loop: The Board Game - Invasive Species Expansion,12.99,9.96,https://gamersguildaz.com/products/tales-from-the-loop-the-board-game-invasive-species-expansion,Sí,0.23325635103926093
The Castles of Burgundy (20th Anniversary),59.99,46.03,https://gamersguildaz.com/products/20th-the-castles-on-burgandy,No,0.23270545090848477
Evergreen,49.99,38.42,https://gamersguildaz.com/products/evergreen,Sí,0.23144628925785157
Taco Cat Goat Cheese Pizza: 2023 Fifa Womens World Cup Edition,12.99,9.99,https://gamersguildaz.com/products/taco-cat-goat-cheese-pizza-2023-fifa-womens-world-cup-edition-pre-order,Sí,0.23094688221709006
Bonsai,34.99,26.92,https://gamersguildaz.com/products/bonsai-pre-order,Sí,0.2306373249499857
Dungeons And Dragons: Tomb Of Annihilation (Standard Edition),89.99,69.26,https://gamersguildaz.com/products/dungeons-and-dragons-tomb-of-annihilation-standard-edition,Sí,0.23035892876986322
Boop,34.99,26.94,https://gamersguildaz.com/products/boop,Sí,0.23006573306659045
Battle Systems: Sci-Fi Galactic Core Set,109.99,84.76,https://gamersguildaz.com/products/battle-systems-sci-fi-galactic-core-set,Sí,0.22938448949904527
Love Letter: Princess Princess Ever After,21.99,16.95,https://gamersguildaz.com/products/love-letter-princess-princess-ever-aftter,No,0.22919508867667118
Azul: Crystal Mosaic Expansion,14.99,11.56,https://gamersguildaz.com/products/azul-crystal-mosaic-expansion,Sí,0.228819212808539
Castle Panic - Second Edition,34.95,26.96,https://gamersguildaz.com/products/copy-of-castle-panic,No,0.2286123032904149
Battle Systems: Sci-Fi Frontier Core Set,109.99,84.92,https://gamersguildaz.com/products/battle-systems-sci-fi-frontier-core-set,Sí,0.22792981180107277
Legendary - Into the Cosmos: A Marvel Deck Building Game,39.99,30.92,https://gamersguildaz.com/products/legendary-dbg-marvel-into-the-cosmos-deluxe-expansion,No,0.22680670167541886
Century: Eastern Wonders,39.99,30.96,https://gamersguildaz.com/products/century-eastern-wonders,Sí,0.22580645161290325
Zombicide: Rio Z Janeiro,59.99,46.46,https://gamersguildaz.com/products/zombicide-rio-z-janeiro,Sí,0.2255375895982664
King of Tokyo: Dark Edition,49.99,38.72,https://gamersguildaz.com/products/king-of-tokyo-dark-edition,No,0.2254450890178036
Axis & Allies: 1940 Europe Second Edition,100.0,77.47,https://gamersguildaz.com/products/axis-allies-1940-europe-second-edition,Sí,0.2253
Sentinels of the Multiverse (Definitive Edition),59.95,46.46,https://gamersguildaz.com/products/sentinels-of-the-multiverse-definitive-edition,Sí,0.22502085070892414
Castle Panic: Big Box,119.95,92.96,https://gamersguildaz.com/products/castle-panic-big-box,No,0.2250104210087537
Barenpark: Bad News Bears Expansion,37.99,29.51,https://gamersguildaz.com/products/barenpark-bad-news-bears-expansion-lookout-games,Sí,0.22321663595683075
Atma Act II,45.0,34.96,https://gamersguildaz.com/products/atma-act-ii,Sí,0.2231111111111111
King of Tokyo: Monster Box,69.99,54.38,https://gamersguildaz.com/products/king-of-tokyo-monster-box,Sí,0.22303186169452768
Zombicide: Dark Nights Metal Pack #5 - Abomination Lobo Batman,24.99,19.42,https://gamersguildaz.com/products/zombicide-dark-night-metal-pack-5,Sí,0.22288915566226478
Battle Systems: Sci-Fi Cyberpunk Core Set,63.99,49.75,https://gamersguildaz.com/products/battle-systems-sci-fi-cyberpunk-core-set,Sí,0.22253477105797784
My Lil' Everdell,45.0,35.0,https://gamersguildaz.com/products/my-lil-everdell,Sí,0.2222222222222222
Aeon's End: The Ruins,19.99,15.56,https://gamersguildaz.com/products/copy-of-aeons-end-the-ruins,Sí,0.22161080540270126
Aeon's End: The Nameless,19.99,15.56,https://gamersguildaz.com/products/copy-of-aeons-end-legacy,No,0.22161080540270126
Aeon's End: Into the Wild,19.99,15.56,https://gamersguildaz.com/products/aeons-end-into-the-wild-board-games,No,0.22161080540270126
Aeon's End: The Ancient,19.99,15.56,https://gamersguildaz.com/products/aeons-end-the-ancients-board-games,No,0.22161080540270126
Adventure Tactics: Domianne's Tower - Hero Pack,19.0,14.79,https://gamersguildaz.com/products/adventure-tactics-domiannes-tower-hero-pack,No,0.2215789473684211
Eleven: Unexpected Events Expansion,20.0,15.57,https://gamersguildaz.com/products/eleven-unexpected-events-expansion-pre-order,Sí,0.22149999999999997
Betrayal at House on the Hill: Upgrade Kit,14.99,11.67,https://gamersguildaz.com/products/betrayal-at-house-on-the-hill-upgrade-kit-rpgs,Sí,0.22148098732488328
Pandemic: The Cure,49.99,38.96,https://gamersguildaz.com/products/pandemic-the-cure-zman-games,Sí,0.22064412882576517
Lords of Waterdeep,49.99,38.96,https://gamersguildaz.com/products/lords-of-waterdeep-board-games,Sí,0.22064412882576517
18 Holes (2nd Edition),59.99,46.76,https://gamersguildaz.com/products/18-holes-2nd-edition,Sí,0.22053675612602106
Legendary - Heroes of Asgard: A Marvel Deck Building Game,24.99,19.49,https://gamersguildaz.com/products/legendary-dbg-marvel-heroes-of-asgard-expansion,Sí,0.22008803521408565
Castle Panic: Engines of War 2E,19.95,15.56,https://gamersguildaz.com/products/castle-panic-engines-of-war-board-games,Sí,0.22005012531328316
Silver Bullet,24.95,19.46,https://gamersguildaz.com/products/silver-bullet-board-games,No,0.2200400801603206
Hadrian's Wall,60.0,46.81,https://gamersguildaz.com/products/hadrians-wall,No,0.2198333333333333
Patatrap Quest,31.99,24.96,https://gamersguildaz.com/products/patatrap-quest,Sí,0.21975617380431378
Slamwich,12.0,9.37,https://gamersguildaz.com/products/copy-of-super-slamwich,Sí,0.21916666666666673
Carcassonne: Expansion 10 - Under the Big Top,19.99,15.61,https://gamersguildaz.com/products/carcassonne-exp-10-under-the-big-top-zman-games,Sí,0.21910955477738867
Tainted Grail: Monsters of Avalon - Past and Future,89.0,69.51,https://gamersguildaz.com/products/tainted-grail-monsters-of-avalon-past-and-future,Sí,0.21898876404494377
Get On Board: Paris & Roma,29.99,23.47,https://gamersguildaz.com/products/get-on-board-paris-and-roma,Sí,0.217405801933978
Rival Restaurants,60.0,46.96,https://gamersguildaz.com/products/rival-restaurants,No,0.21733333333333332
Arkham Horror: Under Dark Waves,59.99,46.96,https://gamersguildaz.com/products/arkham-horror-under-dark-waves-exp-fantasy-flight-games,Sí,0.2172028671445241
Exceed: Under Night In-Birth: Hyde vs. Linne,19.99,15.65,https://gamersguildaz.com/products/exceed-under-night-in-birth-hyde-vs-linne,Sí,0.2171085542771385
Catan: Cities & Knights Game Cards,13.99,10.96,https://gamersguildaz.com/products/catan-cities-knights-expansion-game-cards,Sí,0.21658327376697636
Cosmic Encounter: Cosmic Conflict,27.99,21.96,https://gamersguildaz.com/products/cosmic-conflict-fantasy-flight-games,No,0.2154340836012861
Cosmic Encounter: Cosmic Incursion,27.99,21.96,https://gamersguildaz.com/products/cosmic-incursion-fantasy-flight-games,Sí,0.2154340836012861
Oak,70.0,54.92,https://gamersguildaz.com/products/oak,Sí,0.2154285714285714
Exit: Dead Man on the Orient Express,14.95,11.73,https://gamersguildaz.com/products/exit-dead-man-on-the-orient-express-board-games,Sí,0.2153846153846153
Mansions of Madness: Path of the Serpent,69.99,54.96,https://gamersguildaz.com/products/mansions-of-madness-path-of-the-serpent-fantasy-flight-games,Sí,0.2147449635662237
Dragonkeepers,27.95,21.96,https://gamersguildaz.com/products/dragonkeepers,Sí,0.21431127012522355
Whistle Mountain,69.95,54.96,https://gamersguildaz.com/products/whistle-mountain-board-games,Sí,0.21429592566118658
Alewood,24.0,18.87,https://gamersguildaz.com/products/alewood,No,0.21374999999999997
Tiny Towns,39.99,31.46,https://gamersguildaz.com/products/tiny-towns-board-games,Sí,0.2133033258314579
Boonlake,69.95,55.05,https://gamersguildaz.com/products/boonlake,No,0.21300929235167984
Black Friday,49.95,39.32,https://gamersguildaz.com/products/black-friday,Sí,0.21281281281281286
Wavelength,39.99,31.49,https://gamersguildaz.com/products/wavelength-palm-court,Sí,0.21255313828457123
Imhotep,39.95,31.47,https://gamersguildaz.com/products/imhotep,No,0.2122653316645808
Frostpunk: The Board Game - Resources Expansion,56.99,44.9,https://gamersguildaz.com/products/frost-punk-the-board-game-resources-expansion,Sí,0.21214248113704165
Twilight Struggle (Deluxe Edition),65.0,51.26,https://gamersguildaz.com/products/twilight-struggle-deluxe-edition,Sí,0.21138461538461542
D&D Onslaught: Core Set,139.99,110.47,https://gamersguildaz.com/products/d-d-onslaught-core-set,Sí,0.21087220515751132
DC Comics Deck Building Game: Multiverse Box (Super Heroes Edition),54.99,43.42,https://gamersguildaz.com/products/dc-deck-building-game-multiverse-box-super-heroes-edition,Sí,0.21040189125295508
D&D 5th Edition: Deck of Many Things,109.99,86.96,https://gamersguildaz.com/products/d-d-5th-edition-deck-of-many-things,Sí,0.2093826711519229
Ticket to Ride: New York,24.99,19.76,https://gamersguildaz.com/products/ticket-to-ride-new-york-days-of-wonder,Sí,0.20928371348539404
Battle Systems: Sci-Fi Alien Catacombs Set,63.99,50.61,https://gamersguildaz.com/products/battle-systems-sci-fi-alien-catacombs-set,Sí,0.20909517112048762
Azul: Glazed Pavilion Expansion,14.99,11.86,https://gamersguildaz.com/products/azul-glazed-pavilion-expansion,Sí,0.20880587058038697
Battle Systems: Urban City Block Core Set,109.99,87.22,https://gamersguildaz.com/products/battle-systems-urban-city-block-core-set,Sí,0.2070188198927175
Gamegenic: Sleeves - Standard American Prime,3.49,2.77,https://gamersguildaz.com/products/prime-sleeves-standard-american,Sí,0.2063037249283668
Aliens: Another Glorious Day In The Corps - Ultimate Badasses Expansions,30.0,23.82,https://gamersguildaz.com/products/aliens-another-glorious-day-in-the-corps-ultimate-badasses-expansions,No,0.206
Over Under Ostrich,10.0,7.94,https://gamersguildaz.com/products/over-under-ostrich,No,0.20599999999999996
Aliens: Another Glorious Day In The Corps - Get Away From Her You- Expansion,60.0,47.66,https://gamersguildaz.com/products/copy-of-aliens-another-glorious-day-in-the-corps-were-in-the-pipe-five-by-five-expansion,No,0.20566666666666672
Strategy & Tactics #333: Operation Unthinkable,49.99,39.72,https://gamersguildaz.com/products/strategy-tactics-333-operation-unthinkable,Sí,0.2054410882176436
Villainous: Disney - Evil Comes Prepared,34.99,27.81,https://gamersguildaz.com/products/disney-villainous-evil-comes-prepared,Sí,0.2052014861388969
Destinies,49.99,39.75,https://gamersguildaz.com/products/destinies,Sí,0.20484096819363876
Bottom of the Ninth: Clubhouse,19.95,15.88,https://gamersguildaz.com/products/bottom-of-the-ninth-clubhouse,Sí,0.20401002506265659
Bot Factory,63.99,50.96,https://gamersguildaz.com/products/bot-factory,No,0.20362556649476482
Gloomhaven: Jaws of the Lion - Removable Sticker Set & Map,8.5,6.77,https://gamersguildaz.com/products/gloomhaven-jaws-of-the-lion-removable-sticker-set-map-board-games,No,0.20352941176470593
Eco: Coral Reef,49.0,39.04,https://gamersguildaz.com/products/eco-coral-reef,Sí,0.203265306122449
Eco: Coral Reef - Deluxe Edition,49.0,39.04,https://gamersguildaz.com/products/eco-coral-reef-deluxe-edition,Sí,0.203265306122449
Camel Up Off Season,39.99,31.87,https://gamersguildaz.com/products/camel-up-off-season,Sí,0.20305076269067268
Gamegenic: Sleeves - Standard American Matte,3.99,3.18,https://gamersguildaz.com/products/matte-sleeves-standard-american,Sí,0.20300751879699247
Legendary - Black Panther: A Marvel Deck Building Game,24.99,19.92,https://gamersguildaz.com/products/marvel-legendary-black-panther-expansion,Sí,0.2028811524609843
Legendary - Deadpool: A Marvel Deck Building Game,24.99,19.92,https://gamersguildaz.com/products/legendary-dbg-marvel-deadpool-expansion,No,0.2028811524609843
Legendary - The New Mutants: A Marvel Deck Building Game,24.99,19.92,https://gamersguildaz.com/products/legendary-dbg-marvel-the-new-mutants-expansion,Sí,0.2028811524609843
Legendary - Paint the Town Red: A Marvel Deck Building Game,24.99,19.92,https://gamersguildaz.com/products/legendary-dbg-marvel-spider-man-paint-the-town-red-expansion,Sí,0.2028811524609843
Tranquility,14.99,11.95,https://gamersguildaz.com/products/trasnquility,Sí,0.20280186791194135
Hedgehog Hop,14.99,11.95,https://gamersguildaz.com/products/hedgehog-hog,No,0.20280186791194135
Deep Space D-6,29.0,23.12,https://gamersguildaz.com/products/deep-space-d-6,No,0.20275862068965514
Crime Zoom: Case 1 -  His Last Card,15.0,11.96,https://gamersguildaz.com/products/crime-zoom-case-1-his-last-card,Sí,0.2026666666666666
Crime Zoom: Case 2 -  Bird of Ill Omen,15.0,11.96,https://gamersguildaz.com/products/crime-zoom-case-2-bird-of-ill-omen,Sí,0.2026666666666666
16 Candies (Pre-Order),14.99,11.96,https://gamersguildaz.com/products/16-candies-pre-order,Sí,0.20213475650433618
Catan: Struggle for Catan,14.99,11.96,https://gamersguildaz.com/products/struggle-for-catan,No,0.20213475650433618
Defrag (Pre-Order),14.99,11.96,https://gamersguildaz.com/products/defrag-pre-order,Sí,0.20213475650433618
Legendary - Doctor Strange and the Shadows of Nightmare: A Marvel Deck Building Game,24.99,19.94,https://gamersguildaz.com/products/legendary-dbg-marvel-doctor-strange-and-the-shadows-of-nightmare-expansion,Sí,0.20208083233293309
Viticulture: Visit from the Rhine Valley,20.0,15.96,https://gamersguildaz.com/products/viticulture-visit-from-the-rhine-valley-board-games,Sí,0.20199999999999996
Catan: Scenario Rickshaw Run,15.0,11.97,https://gamersguildaz.com/products/catan-scenario-rickshaw-run,Sí,0.20199999999999996
Hello Neighbor: The Secret Neighbor Party Game,20.0,15.96,https://gamersguildaz.com/products/hello-neighbor-the-secret-neighbor-party-game,Sí,0.20199999999999996
One Deck Dungeon: Forest of Shadows,20.0,15.96,https://gamersguildaz.com/products/one-deck-dungeon-forest-of-shadows,No,0.20199999999999996
Agricola: Artifex Deck,16.99,13.56,https://gamersguildaz.com/products/agricola-artifex-deck-expansion-lookout-games,Sí,0.20188346085932893
Carcassonne: Expansion 4 -  The Tower,19.99,15.96,https://gamersguildaz.com/products/carcassonne-exp-4-the-tower-zman-games,Sí,0.2016008004002
Don't Mess With Cthulhu Deluxe,19.99,15.96,https://gamersguildaz.com/products/dont-mess-with-cthulhu-deluxe-board-games,Sí,0.2016008004002
Arkham Noir: Case #2 - Call Forth by Thunder,19.99,15.96,https://gamersguildaz.com/products/arkham-noir-2-call-forth-by-thunder-ludonova,Sí,0.2016008004002
Parade,19.99,15.96,https://gamersguildaz.com/products/parade-zman-games,No,0.2016008004002
13 Words,19.99,15.96,https://gamersguildaz.com/products/13-words,Sí,0.2016008004002
"Carcassonne: Expansion 6 - Count, King & Robber",19.99,15.96,https://gamersguildaz.com/products/carcassonne-exp-6-count-king-robber-zman-games,Sí,0.2016008004002
Boomerang USA,19.99,15.96,https://gamersguildaz.com/products/boomerang-usa,No,0.2016008004002
The Isle of Cats: Late Arrivals,25.0,19.96,https://gamersguildaz.com/products/the-isle-of-cats-late-arrivals,Sí,0.20159999999999997
Books of Time,50.0,39.92,https://gamersguildaz.com/products/books-of-time,Sí,0.20159999999999997
Scythe: The Wind Gambit,25.0,19.96,https://gamersguildaz.com/products/scythe-the-wind-gambit,Sí,0.20159999999999997
The Red Dragon Inn 3,37.95,30.3,https://gamersguildaz.com/products/red-dragon-inn-3-board-games,Sí,0.20158102766798422
Blade Rondo Lost Dream,19.95,15.93,https://gamersguildaz.com/products/blade-rondo-lost-dream,Sí,0.2015037593984962
Blade Rondo Grim Garden,19.95,15.93,https://gamersguildaz.com/products/blade-rondo-grim-garden,Sí,0.2015037593984962
Catan: Rivals for Catan Age of Enlightenment Revised,21.99,17.56,https://gamersguildaz.com/products/catan-age-of-enlightenment-revised-catan-studio,No,0.20145520691223284
Catan: Rivals for Catan Age of Darkness Revised,21.99,17.56,https://gamersguildaz.com/products/catan-age-of-darkness-revised-catan-studio,Sí,0.20145520691223284
Bang! The Bullet,49.99,39.92,https://gamersguildaz.com/products/bang-the-bullet-pre-order,Sí,0.20144028805761152
Ankh'or,24.99,19.96,https://gamersguildaz.com/products/ankhor-space-cowboys,Sí,0.20128051220488186
